profile_target,level,type,land_area,building_area,bedrooms,bathrooms,floors,HOSPITAL,SCHOOL,MARKET,MALL,TRANSPORT,facilities,predicted_persona,matching_score
Pasangan Bekerja tanpa Anak,75%,rumah,132,136,2,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,PAM",Pasangan Bekerja tanpa Anak,4.1
Pasangan Bekerja tanpa Anak,50%,rumah,97,102,2,1,1,0,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.12
Pasangan Bekerja tanpa Anak,100%,rumah,174,198,2,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,OVEN,STOVE,REFRIGERATOR,PAM",Pasangan Bekerja dengan Anak,4.18
Pasangan Bekerja tanpa Anak,75%,apartemen,121,123,3,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,PAM",Pasangan Bekerja tanpa Anak,3.764
Pasangan Bekerja tanpa Anak,50%,rumah,110,95,2,1,1,0,1,0,1,0,"AC,STOVE",Pasangan Bekerja dengan Anak,3.2
Pasangan Bekerja tanpa Anak,75%,apartemen,134,140,3,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,PAM",Pasangan Bekerja tanpa Anak,3.764
Pasangan Bekerja tanpa Anak,100%,rumah,188,184,2,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,OVEN,STOVE,REFRIGERATOR,PAM",Pasangan Bekerja dengan Anak,4.18
Pasangan Bekerja tanpa Anak,100%,rumah,190,196,2,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,OVEN,STOVE,REFRIGERATOR,PAM",Pasangan Bekerja dengan Anak,4.18
Pasangan Bekerja tanpa Anak,100%,rumah,171,187,2,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,OVEN,STOVE,REFRIGERATOR,PAM",Pasangan Bekerja dengan Anak,4.18
Pasangan Bekerja tanpa Anak,50%,apartemen,95,119,2,1,1,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja tanpa Anak,3.184
Pasangan Bekerja tanpa Anak,50%,rumah,90,110,2,1,1,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.3
Pasangan Bekerja tanpa Anak,100%,rumah,170,200,2,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,OVEN,STOVE,REFRIGERATOR,PAM",Pasangan Bekerja dengan Anak,4.18
Pasangan Bekerja tanpa Anak,50%,apartemen,93,103,2,1,1,0,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja tanpa Anak,3.004
Pasangan Bekerja tanpa Anak,100%,rumah,199,151,2,2,2,1,1,1,1,1,"AC,CARPORT,GARASI,OVEN,STOVE,REFRIGERATOR,PAM",Pasangan Bekerja dengan Anak,4.18
Pasangan Bekerja tanpa Anak,50%,apartemen,98,90,2,1,1,0,1,0,1,0,"AC,STOVE",Pasangan Bekerja tanpa Anak,3.004
Pasangan Bekerja tanpa Anak,50%,apartemen,95,93,2,1,1,0,1,0,1,0,"AC,STOVE",Pasangan Bekerja tanpa Anak,3.004
Pasangan Bekerja dengan Anak,50%,rumah,103,111,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,100%,rumah,172,156,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,147,131,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,50%,rumah,110,104,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,25%,rumah,84,53,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,50%,rumah,95,112,2,2,2,1,1,0,1,0,"AC,STOVE",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,25%,rumah,78,65,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,50%,rumah,106,94,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,50%,rumah,95,100,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,50%,rumah,98,115,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,50%,rumah,119,105,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,25%,rumah,82,73,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,25%,rumah,64,63,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,50%,rumah,104,91,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,100%,rumah,185,197,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,50%,rumah,95,110,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,75%,rumah,127,144,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,100%,rumah,193,181,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,25%,rumah,53,71,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,100%,rumah,169,159,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,25%,rumah,79,67,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,50%,rumah,92,112,2,2,2,1,1,0,1,0,"AC,STOVE",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,75%,rumah,144,129,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,57,72,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,50%,rumah,97,99,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,75%,rumah,121,129,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,88,74,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,50%,rumah,109,101,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,25%,rumah,75,65,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,50%,rumah,116,110,2,2,2,1,1,0,1,0,"AC,STOVE",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,50%,rumah,97,93,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,100%,rumah,164,157,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,149,120,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,143,146,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,76,62,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,75%,rumah,125,126,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,86,89,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,25%,rumah,89,65,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,100%,rumah,193,189,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,144,138,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,85,51,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,75%,rumah,123,149,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,50%,rumah,107,108,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,100%,rumah,194,163,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,50%,rumah,98,118,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,100%,rumah,198,169,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,147,130,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,84,82,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,75%,rumah,141,125,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,130,138,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,100%,rumah,195,167,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,146,137,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,65,74,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,75%,rumah,123,139,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,50%,rumah,104,115,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,50%,rumah,119,112,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,25%,rumah,71,77,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,25%,rumah,73,82,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,75%,rumah,125,136,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,67,89,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,75%,rumah,129,135,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,125,131,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,56,51,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,25%,rumah,54,81,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,100%,rumah,171,167,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,129,145,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,50%,rumah,103,98,2,2,2,1,1,0,1,0,"AC,STOVE",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,50%,rumah,112,94,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,135,137,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,146,127,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,79,80,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,75%,rumah,126,131,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,100%,rumah,152,168,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,50%,rumah,100,98,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,100%,rumah,161,159,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,25%,rumah,53,70,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,25%,rumah,53,66,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,75%,rumah,144,128,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,143,145,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,50%,rumah,111,103,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,100%,rumah,165,180,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,100%,rumah,177,185,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,140,127,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,25%,rumah,62,86,1,1,1,0,0,0,0,0,,Individu Lajang,3.0413
Pasangan Bekerja dengan Anak,75%,rumah,132,133,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,126,149,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,100%,rumah,178,176,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,100%,rumah,189,159,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,147,132,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,100%,rumah,156,158,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,100%,rumah,198,170,4,3,3,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR,MICROWAVE,PAM,WATER HEATER",Pasangan Bekerja dengan Anak,3.86
Pasangan Bekerja dengan Anak,75%,rumah,134,133,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,50%,rumah,90,118,2,2,2,1,1,0,1,0,"AC,STOVE",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,50%,rumah,92,100,2,2,2,1,1,0,1,0,"AC,STOVE",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,25%,rumah,66,72,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,50%,rumah,93,102,2,2,2,1,1,0,1,0,"AC,REFRIGERATOR",Pasangan Bekerja dengan Anak,3.78
Pasangan Bekerja dengan Anak,25%,rumah,80,56,1,1,1,0,0,0,0,0,,Individu Lajang,3.0947
Pasangan Bekerja dengan Anak,75%,rumah,120,141,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,130,120,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,PAM",Pasangan Bekerja dengan Anak,4.02
Pasangan Bekerja dengan Anak,75%,rumah,129,147,3,3,2,1,1,1,1,1,"AC,CARPORT,GARASI,GARDEN,STOVE,OVEN,REFRIGERATOR",Pasangan Bekerja dengan Anak,4.02
