title,best_persona_match,match_score,all_scores,type,land_area,building_area,bedrooms,bathrooms,floors,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
Rumah minimalis 3 kamar tidur di sawangan Depok,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,80.0,60.0,3,1,1.0,0,0,0,0,0
rumah ready SHM pecah pagar canopy kitchen set bonus,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,40.0,2,1,1.0,1,0,0,0,0
Rumah Ready SHM Sudah Pecah,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,40.0,2,1,1.0,0,0,0,0,0
Rumah cluster di cagar alam lingkungan asri,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,55.0,40.0,2,1,1.0,1,1,1,1,1
Rumah Ready Dekat Kolam Renang Zidan,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,40.0,2,1,1.0,0,0,0,0,0
Rumah baru siap huni bangunan minimalis,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,55.0,40.0,2,1,1.0,1,1,1,1,1
Rumah idaman keluarga,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,55.0,40.0,2,1,1.0,1,1,1,1,1
Booking 3jt sekarang diskon 15jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
DIJUAL CEPAT RUMAH SIAP HUNI STRATEGIS DI PITARA,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,365.0,300.0,5,4,1.0,1,1,1,1,0
Rumah Cluster murah di cagar alam depok tidak banjir,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,66.0,36.0,2,1,1.0,1,1,1,1,1
Beli Minggu ini dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Minimalis Tanpa DP,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,47.0,2,1,1.0,0,0,0,0,0
Mulai dari 185 jutaan rumah minimalis dengan desain modern akses mobil,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,50.0,36.0,2,1,1.0,1,0,1,1,0
Rumah Baru Renov di Depok 15 Mnt ke RS Permata Harga All In KPR J-9878,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,82.0,50.0,2,1,1.0,1,1,1,1,0
Rumah SHM 12 Mnt ke RS Citra Medika Depok Harga Nego Bisa KPR J-19101,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,48.0,2,1,1.0,1,1,1,1,1
Rumah minimalis 2 kamar siap huni akses mobil dekat jalan utama,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,57.0,36.0,2,1,1.0,1,0,1,1,0
Rumah cantik desain modern 2 kamar akses mobil mulai dari 185 jutaan,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,45.0,30.0,2,1,1.0,1,0,1,1,0
Rumah Modern Minimalis Siap Huni Dekat GDC Depok Promo Tanpa DP,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,26.0,2,1,1.0,1,1,1,1,1
Dijual rumah murah bagus,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,84.0,72.0,4,3,2.0,0,1,0,0,0
Rumah second cluster Depok Minimalis msk mobil dekat Stasiun Strategis,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,52.0,38.0,2,1,1.0,0,0,0,0,0
Jual rumah lantai 2 kawasan villa riski ilhami 2,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.2}",Rumah,15.0,300.0,4,1,2.0,0,0,0,0,0
Rumah 2 Lt 10 Mnt ke Pintu Tol Kukusan 4 Baru Renov Siap Huni J-23185,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,72.0,90.0,3,2,2.0,1,0,1,1,0
Jual kontrakan Pancoran Mas Depok,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,114.0,114.0,3,3,1.0,0,0,0,0,0
Rumah Cluster Mewah Di Sawangan Dekat Stasiun Citayam,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,60.0,42.0,2,1,1.0,0,0,1,0,0
Dijual cepat rumah Villa Rizki Ilhami 2 - Cluster Raudhah sawangan,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,249.0,215.0,4,4,2.0,0,0,0,0,0
Jual Rumah Hook 15 Mnt ke The Park Sawangan LT 75 Semi Furnish J-23766,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,75.0,45.0,2,1,1.0,1,1,1,1,0
Beli sekarang dapat potongan harga 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Booking sekarang 3 jt dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Jual Rumah di Depok ( SHM ),Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,65.0,74.0,2,1,1.0,0,0,0,0,0
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
NEW PREMIUM CLUSTER DI M.KAHFI 1  JAKARTA SELATAN,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,77.0,150.0,5,4,1.0,1,1,1,1,1
Jual Rumah Syariah Depok Promo 700 Jutaan Bisa KPRS Surat SHM,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,50.0,70.0,3,2,2.0,0,1,1,0,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Bebas Banjir 9 Menit ke RS Grha Permata Ibu Sudah Renov J-19539,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.2}",Rumah,98.0,98.0,3,1,2.0,1,1,1,1,0
Rumah Asri 10 Menit ke RS Brawijaya Sawangan LT 91 Free Renov J-24429,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,91.0,75.0,2,1,1.0,1,1,1,1,1
Rumah 2 Lantai Model Tropis with Smarthome di Bojongsari Depok,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,60.0,102.0,3,2,2.0,1,0,0,0,0
"Cuma 165 jt , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Dapatkan Pembelian Rumah Syariah Pembiayaan KPR di Depok 800 Jutaan,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,50.0,70.0,3,2,2.0,0,1,1,0,1
"Cuma 165 jt , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah cluster bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , surat SHM",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Rumah LB 100 Strategis 7 Mnt ke RSIA ASYIFA Depok Hadap Utara J-25603,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,72.0,100.0,3,2,3.0,1,1,1,1,1
DIJUAL CEPAT RUMAH,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,200.0,180.0,5,2,1.0,1,0,0,1,0
DI JUAL RUMAH. DI PONDOK TERONG DEPOK,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,35.0,2,1,1.0,1,0,1,0,0
Rumah 755 Juta di Cinangka Depok Bisa KPRS Developer Dekat Tol SHM,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,50.0,70.0,3,2,2.0,0,1,1,0,1
Rumah 2 Lantai Promo Harga Jadi 755 Juta dari 800 Jutaan Lokasi Depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,50.0,70.0,3,2,2.0,0,1,1,0,1
Dijual cepat rumah minimalis ( TP ) nego,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.2}",Rumah,80.0,80.0,3,1,1.0,1,0,1,1,1
Rumah Semi Furnish 5 Menit ke  Brawijaya Sawangan Dibantu KPR J-11428,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,152.0,60.0,2,1,1.0,1,1,1,1,1
Dapatkan Harga Spesial 755 Juta Rumah 2 Lantai Di Depok KPRS Dekat tol,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.4}",Rumah,50.0,70.0,3,2,2.0,1,1,1,0,1
Rumah Baru Mewah Klasik 700 juta Depok 5 jt All in cicilan 4 jutaan,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,72.0,72.0,4,3,2.0,1,0,0,0,0
Rumah murah di komplek dekat tol sawangan,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,64.0,40.0,2,1,1.0,0,0,1,0,1
3 menit ke stasiun depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Cluster Dijual Murah Lingkungan Aman Dekat Tol SHM J18567,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,109.0,185.0,4,3,2.0,1,1,1,1,0
3 menit ke stasiun depok lama,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
3 menit ke stasiun depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Booking sekarang 3jt dapat potongan harga 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Booking sekarang dapat potongan harga 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Cuma 165 jt , surat shm",Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,25.0,21.0,2,1,1.0,1,1,1,1,1
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah LT 128 di Dekat Dekat Faskes dan Stasiun SHM Sudah Renov J-14593,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,128.0,81.0,3,2,2.0,1,1,1,1,0
Beli sekarang dapat diskon 15 jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Booking 3jt sekarang dapat potongan harga 15 JT,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Jual Rumah Luas Asri 15 Menit ke The Park Sawangan Sudah Renov J-20237,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,200.0,100.0,2,2,1.0,1,1,1,1,0
Rumah Hook di Depok 8 Menit ke The Park Sawangan Harga All In J-24429,Pasangan Bekerja tanpa Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,91.0,75.0,2,1,1.0,1,1,1,1,1
Miliki Rumah Impian Eksklusif 800 Jutaan Bisa KPRS Lokasi di Depok SHM,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,48.0,86.0,3,3,2.0,0,1,1,0,1
Rumah Hook Siap Huni 15 Mnt ke The Park Sawangan Semi Furnish J-23766,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,75.0,45.0,2,1,1.0,1,1,1,1,0
Rumah Dekat Akses Tol Pamulang Harga 800 Jutaan Bisa KPRS Developer,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,48.0,86.0,3,3,2.0,0,1,1,0,1
Miliki Hunian Nuansa Asri Nyaman di Depok 800 Jutaan KPRS Surat SHM,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,48.0,86.0,3,3,2.0,0,1,1,0,1
Dijual Murah Rumah Minimalis Bebas banjir Dekat Tol Siap Huni J18023,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,90.0,72.0,3,2,2.0,1,1,1,1,0
Hunian Ekslusif 800 Jutaan Ready Stock di Depok Akses Dekat Tol KPRS,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,48.0,86.0,3,3,2.0,0,1,1,0,1
Rumah Modern Luas Dijual Murah Terdapat Balkon Dekat Tol J15880,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,112.0,109.0,3,2,2.0,1,1,1,1,1
DIJUAL RUMAH MINIMALIS DI LIMO DEPOK BANGUNAN BARU SIAP HUNI,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,80.0,60.0,2,1,1.0,0,1,1,0,0
Rumah Murah Luas Terdaoat Balkon Modern Interior Dekat Rs J17637,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,105.0,120.0,3,2,2.0,1,1,1,1,1
Promo chas bertahap hanya175 juta all.in,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,50.0,36.0,2,1,1.0,0,0,1,0,0
Hunian minimalis berkonsep minzaninne mewah,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,4.0,30.0,2,1,2.0,0,1,0,0,0
Rumah Minimalis Modern 18 Mnt ke RS Puri Cinere 2 Lt Siap Huni J-18891,Pasangan Bekerja dengan Anak,0.2,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.2, 'Individu Lajang': 0.0}",Rumah,130.0,96.0,4,3,2.0,1,1,1,1,1
Rumah murah di pancoran mas siap huni,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.6}",Rumah,55.0,40.0,2,1,1.0,1,1,1,1,1
Rumah Minimalis 2 Lt 10 Menit ke Stasiun Depok Baru Siap Huni J-20230,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.2}",Rumah,72.0,67.0,3,2,2.0,1,1,1,1,0
Termurah Rumah Type 70 luas- 15 menit sts depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,72.0,48.0,2,1,1.0,1,1,1,1,0
"Bianca villa, rumah mezzanine paling terjangkau di Sawangan",Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.4}",Rumah,100.0,45.0,3,1,1.0,1,1,1,1,1
"di Jual Rumah Komplek Gardens Candi Sawangan, Cluster Saviya",Pasangan Bekerja tanpa Anak,1.0,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 1.0, 'Individu Lajang': 0.6}",Rumah,66.0,50.0,2,2,2.0,1,0,0,0,0
Booking sekarang diskon 15jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Booking sekarang hemat 15jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Rumah murah Depok, akses 5 menit ke stasiun",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Rumah murah Depok, akses 5 menit ke stasiun",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Dijual rumah murah akses 5 menit ke stasiun Depok,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
"Rumah murah bebas banjir, diskon 15 Juta",Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Booking sekarang hemat 15jt,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,40.0,30.0,2,1,1.0,1,1,1,1,1
Rumah Baru Renov 3 Menit ke RSU Hermina Depok 2 Lt Dibantu KPR J-17637,Pasangan Bekerja dengan Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.6, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,105.0,120.0,3,2,2.0,1,1,1,1,1
Rumah KPR Syariah Murni Tanpa RIBA di Depok 800 Jutaan Surat SHM,Pasangan Bekerja dengan Anak,0.4,"{'Pasangan Bekerja dengan Anak': 0.4, 'Pasangan Bekerja tanpa Anak': 0.4, 'Individu Lajang': 0.2}",Rumah,48.0,86.0,3,3,2.0,0,1,1,0,1
BU Dijual Rumah Murah Dekat Tol Limo,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.6}",Rumah,78.0,50.0,2,1,1.0,1,1,1,0,0
Jual Rumah Second di Depok,Pasangan Bekerja tanpa Anak,0.6,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.6, 'Individu Lajang': 0.4}",Rumah,116.0,56.0,2,1,1.0,1,1,1,0,0
rumah murah hanya 135jt akses mobil di bojong gede,Pasangan Bekerja tanpa Anak,0.8,"{'Pasangan Bekerja dengan Anak': 0.2, 'Pasangan Bekerja tanpa Anak': 0.8, 'Individu Lajang': 0.8}",Rumah,32.0,30.0,2,1,1.0,0,1,1,1,1
