title,best_persona_match,match_score,type,land_area,building_area,bedrooms,bathrooms,floors,address_city,SCHOOL,HOSPITAL,TRANSPORT,MARKET,MALL
RUMAH MEWAH SUPER STRATEGIS DI CIRACAS JAKARTA TIMUR 900 JUTAAN,Pasangan Bekerja dengan Anak,0.6,Rumah,61.0,75.0,3.0,2.0,2.0,Jakarta Timur,1,0,1,1,1
Dijual Rumah Cluster Super Strategis Dekat LRT Cibubur Cimanggis Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,50.0,81.0,3.0,2.0,2.0,Depok Kota,1,1,1,0,1
"Termurah  Dijual Rumah Siap Huni Lokasi Dekat Tol Simatupang,Jagakarsa",Pasangan Bekerja tanpa Anak,0.6,Rumah,132.0,70.0,4.0,2.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah dii Jagakarsa,Pasangan Bekerja dengan Anak,0.4,Rumah,1472.0,500.0,8.0,5.0,1.0,Jakarta Selatan,0,1,0,0,0
DIJUAL RUMAH JAGAKARSA   BRAND NEW TOWNHOUSE,Pasangan Bekerja dengan Anak,0.4,Rumah,99.0,300.0,5.0,4.0,3.0,Jakarta Selatan,0,1,0,0,0
Dijual rumah di citragrand Cibubur CBD Full furnished mewah,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,113.0,3.0,2.0,1163.0,Jakarta Timur,1,1,1,0,1
Jual/sewa Perumahan Citra Grand Cibubur 2 Lantai,Pasangan Bekerja dengan Anak,0.4,Rumah,180.0,200.0,4.0,3.0,2.0,Jakarta Timur,0,0,0,0,0
Rumah Strategis 7 Meniit ke Cibubur Junction LT 130 Siap Huni J-11627,Pasangan Bekerja dengan Anak,0.6,Rumah,130.0,121.0,3.0,2.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah 4 KT Hadap Timur 15 Mnt ke Mall Ciputra Cibubur Siap KPR J-17390,Pasangan Bekerja dengan Anak,0.6,Rumah,90.0,45.0,3.0,2.0,2.0,Bogor Kab.,1,1,1,1,1
Dijual cepat rumah cluster siap huni Jakarta Selatan,Pasangan Bekerja dengan Anak,0.4,Rumah,176.0,200.0,4.0,4.0,1.0,Jakarta Selatan,0,1,0,0,0
Rumah Dalam Townhouse Besar Jagakarsa dekat tol,Pasangan Bekerja tanpa Anak,0.4,Rumah,57.0,140.0,4.0,4.0,3.0,Jakarta Selatan,0,1,1,0,0
"Dijual cepat brand new home , baru renovasi siap huni di jaksel",Pasangan Bekerja dengan Anak,0.6,Rumah,379.0,430.0,6.0,6.0,2.0,Jakarta Selatan,0,0,0,0,0
"DIJUAL RUMAH 2,5 LANTAI DI CIBUBUR FREE BIAYA MULAI 800 JUTAAN DKT TOL",Pasangan Bekerja dengan Anak,0.6,Rumah,60.0,72.0,3.0,2.0,2.0,Depok Kota,1,1,1,0,0
Di Jual Rumah Murah 2 Lantai Modern samping Tol Cijago Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,45.0,86.0,3.0,2.0,2.0,Depok Kota,0,1,1,1,0
Jual Cepat Rumah Cantik 1 Lantai di Tanjung Barat Jakarta Selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,132.0,70.0,3.0,2.0,1.0,Jakarta Selatan,0,1,1,1,0
jual Cepat Rumah mewah dan besar di Citra Grand Cibubur,Pasangan Bekerja dengan Anak,0.4,Rumah,504.0,700.0,7.0,4.0,3.0,Jakarta Timur,0,1,0,0,1
RUMAH MEWAH TERLARIS DIJAKTIM  AKSES PREMIUM BEBAS BANJIR 2 CARPOT,Pasangan Bekerja dengan Anak,0.6,Rumah,115.0,144.0,3.0,2.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah siap huni Strategis Akses jalan 2 Mobil,Pasangan Bekerja dengan Anak,0.6,Rumah,62.0,80.0,3.0,2.0,1.0,Jakarta Timur,1,0,0,0,0
Jual Cepat rumah di Legenda wisata cibubur,Pasangan Bekerja dengan Anak,0.6,Rumah,105.0,110.0,3.0,2.0,1.0,Jakarta Timur,0,0,0,0,0
DIJUAL RUMAH MEWAH EROPA FULL BATA MERAH STRATEGIS DEKAT LRT CIBUBUR,Pasangan Bekerja dengan Anak,0.4,Rumah,75.0,100.0,3.0,3.0,2.0,Depok Kota,1,1,1,1,1
16 Unit Rumah Termurah Dekat Akses Toll,Pasangan Bekerja dengan Anak,0.4,Rumah,62.0,130.0,3.0,3.0,2.0,Jakarta Selatan,0,1,1,0,0
rumah second siap huni deket toll,Pasangan Bekerja dengan Anak,0.4,Rumah,110.0,68.0,3.0,3.0,1.0,Jakarta Selatan,0,1,1,0,0
Rumah Luas Strategis 20 Mnt ke Stasiun Citayam 2 Lt Siap Huni J-11094,Pasangan Bekerja dengan Anak,0.4,Rumah,194.0,120.0,3.0,4.0,2.0,Depok Kota,1,0,1,0,1
Rumah SHM LT 115 Dekat RSUD Pasar Rebo Bisa Nego Dibantu KPR J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah LB 185 14 Menit Pintu Tol Gedong 2 Siap Huni Harga Nego J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah dijual di Jagakarsa Jaksel harga 270 juta cash only masuk motor,Pasangan Bekerja tanpa Anak,0.6,Rumah,21.0,41.0,2.0,1.0,2.0,Jakarta Selatan,1,1,1,1,1
Rumah dijual Jagakarsa 10 menit ke stasiun Lenteng 800 jutaan,Pasangan Bekerja tanpa Anak,1.0,Rumah,42.0,70.0,2.0,2.0,2.0,Jakarta Selatan,1,1,1,1,0
Rumah 2 lantai di Jagakarsa Jaksel harga 350 juta SHM akses motor,Pasangan Bekerja tanpa Anak,0.8,Rumah,31.0,58.0,3.0,2.0,2.0,Jakarta Selatan,1,1,1,1,1
Rumah 4 KT Siap Huni 14 Mnt ke Bus Terminal Cililitan Bisa KPR J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Hunian impian mewah bergaya klasik eropa di kelapa dua Depok,Pasangan Bekerja dengan Anak,0.4,Rumah,78.0,90.0,3.0,3.0,1.0,Depok Kota,1,1,1,1,0
FOR SALE RUMAH CITRAGRAND CIBUBUR,Pasangan Bekerja tanpa Anak,0.8,Rumah,50.0,55.0,2.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Jual Rumah LT 179 di Cibubur 10 Mnt ke Eka Hospital Harga Nego J-21632,Individu Lajang,0.6,Rumah,179.0,28.0,1.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
SIAP HUNI DI KELAPA DUA DEKAT KAMPUS GUNADARMA,Pasangan Bekerja dengan Anak,0.6,Rumah,60.0,71.0,3.0,2.0,1.0,Depok Kota,1,1,1,1,0
Rumah Sudah Renov Sebelah RS Permata Cibubur LT 90 Siap Nego J-11848,Pasangan Bekerja tanpa Anak,0.8,Rumah,90.0,54.0,2.0,2.0,1.0,Jakarta Timur,1,1,1,1,1
"DISEWAKAN , DIJUAL murah dan cepat (BU)",Pasangan Bekerja dengan Anak,0.6,Rumah,77.0,115.0,3.0,2.0,2.0,Depok Kota,1,1,1,0,1
Dijual  Rumah Baru di Cluster Kahfi  Jagakarsa Jakarta Selatan,Pasangan Bekerja dengan Anak,0.2,Rumah,71.0,130.0,5.0,5.0,3.0,Jakarta Selatan,0,1,1,0,0
Dijual Rumah Baru Bagus di Jagakarsa Jakarta Selatan,Pasangan Bekerja dengan Anak,0.4,Rumah,153.0,400.0,6.0,4.0,5.0,Jakarta Selatan,0,1,0,0,0
Rumah Seken Terawat 6 Menit ke SMPN 126 Jakarta Bebas Banjir J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah Bebas Banjir 10 Menit ke SMKN 1 Depok 2 KT Dibantu KPR J-19073,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
FOR SALE CEPAT RUMAH kranggan permai,Pasangan Bekerja dengan Anak,0.6,Rumah,63.0,100.0,3.0,2.0,1.0,Jakarta Timur,0,0,0,0,0
Rumah LT 72 Harga Nego 12 Menit ke SDN Cilangkap 5 Siap Huni J-19073,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Rumah 2 Lantai Strategis 25 Mnt ke Cibubur Junction Bisa Nego J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah Mewah Minimalis modern jagakarsa,Pasangan Bekerja dengan Anak,0.4,Rumah,137.0,161.0,3.0,4.0,1.0,Jakarta Selatan,0,1,0,0,0
Rumah 4 KT Siap Huni Dekat Trans Studio Mall Cibubur Bisa Nego J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
LRT City Ciracas Tipe Studio,Individu Lajang,0.8,Apartemen,0.0,24.0,1.0,1.0,1.0,Jakarta Timur,1,1,1,0,0
Dijual rumah kota wisata cibubur dalam cluster aman 24 jam,Pasangan Bekerja dengan Anak,0.6,Rumah,200.0,350.0,6.0,4.0,2.0,Jakarta Timur,0,0,0,0,0
Promo rumah kpr di kecamatan cipayung jakarta timur,Pasangan Bekerja tanpa Anak,0.8,Rumah,36.0,50.0,2.0,1.0,1.0,Jakarta Timur,0,1,1,1,1
Jual Cepat BU Rumah Luas dan Tanah Kosong LT 456m2  Jagakarsa Jaksel,Pasangan Bekerja dengan Anak,0.6,Rumah,456.0,300.0,6.0,5.0,2.0,Jakarta Selatan,1,1,1,0,0
Jual Cepat Citra Grand CBD Cibubur,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,70.0,3.0,2.0,1.0,Jakarta Timur,0,0,0,0,0
Di Jual Rumah Mewah Dan Asri di Jagakarta Jakarta Selatan,Pasangan Bekerja dengan Anak,0.6,Rumah,228.0,230.0,4.0,4.0,1.0,Jakarta Selatan,0,1,0,0,0
Miliki Rumah di Jagakarsa Ready Stock Surat SHM Bisa KPRS,Pasangan Bekerja dengan Anak,0.6,Rumah,60.0,72.0,3.0,2.0,2.0,Jakarta Selatan,0,1,1,0,0
Dijual Rumah Cantik Siap Huni di Citraland Cibubur,Pasangan Bekerja tanpa Anak,1.0,Rumah,60.0,55.0,2.0,2.0,2.0,Jakarta Timur,0,0,1,0,1
Rumah Seken 4 KT SHM 25 Mnt ke Stasiun LRT Ciracas Dibantu KPR J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah Strategis 2 Lt 14 Menit ke Terminal Cililitan Siap Huni J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Dekat stasiun LRT Ciracas: cluster rumah klasik mewah Dekat pintu tol,Pasangan Bekerja tanpa Anak,1.0,Rumah,44.0,50.0,2.0,2.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah Lokasi Premium Dekat Plataran,Pasangan Bekerja dengan Anak,0.6,Rumah,145.0,215.0,3.0,4.0,2.0,Jakarta Selatan,1,1,1,0,0
SIAP AKAD Rumah 2 Lantai Klasik Nempel LRT Cibubur dan Tol Depok,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,80.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,0
DIJUAL RUMAH MEWAH DI CIJANTUNG JAKARTA TIMUR STRATEGIS,Pasangan Bekerja dengan Anak,0.6,Rumah,55.0,77.0,3.0,2.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah Minimalis 4 KT Dekat Lippo Plaza Kramat Jati Harga Nego J-19083,Pasangan Bekerja dengan Anak,0.2,Rumah,115.0,185.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Dijual rumah DiSrengseng sawah Jagakarsa Jakarta,Pasangan Bekerja dengan Anak,0.2,Rumah,94.0,135.0,4.0,3.0,94.0,Jakarta Selatan,0,1,0,0,0
"Rumah second murah, CIBUBUR VILLA 3, Pd.Rangon, Cilangkap Jaktim",Pasangan Bekerja tanpa Anak,0.6,Rumah,75.0,70.0,2.0,1.0,1.0,Jakarta Timur,0,1,1,0,1
RUMAH DIJUAL CEPAT( BU ) RAFFLESS HILS CIBUBUR,Pasangan Bekerja dengan Anak,0.4,Rumah,98.0,105.0,1.0,2.0,2.0,Jakarta Timur,1,1,1,0,0
Rumah Seken Terawat 10 Menit ke SMKN 1 Depok LT 72 Siap Huni J-19073,Pasangan Bekerja tanpa Anak,0.6,Rumah,72.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
"Rumah mewahi,3lantai, Strategis, akses Mudah,Jagakarsa Jaksel",Pasangan Bekerja dengan Anak,0.6,Rumah,400.0,310.0,5.0,5.0,3.0,Jakarta Selatan,1,1,0,0,0
FOR SALE JAGAKARSA AMERICAN CLASSIC HOUSE,Pasangan Bekerja dengan Anak,0.6,Rumah,600.0,513.0,4.0,4.0,2.0,Jakarta Selatan,0,1,0,0,0
RUMAH TERMEWAH DENGAN FASILITAS LENGKAP  800JTAAN ADA GOLF AKSES MUDAH,Pasangan Bekerja dengan Anak,0.6,Rumah,60.0,72.0,3.0,2.0,5.0,Depok Kota,0,0,1,0,0
RUMAH IMPIAN MU  FASILITAS LENGKAP ADA GOLF DKT LRT,Pasangan Bekerja dengan Anak,0.6,Rumah,57.0,72.0,3.0,2.0,5.0,Depok Kota,0,0,1,0,0
RUMAH MEWAH DIJUAL DENGAN HARGA MURAH DI JAGAKARSA  JAKSEL,Pasangan Bekerja dengan Anak,0.6,Rumah,70.0,97.0,3.0,2.0,2.0,Jakarta Selatan,0,1,0,0,0
Rumah 1 Lt 15 Menit ke Mitra Keluarga Cibubur Free Biaya Biaya J-21638,Pasangan Bekerja tanpa Anak,0.6,Rumah,134.0,44.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Rumah 2 Lantai Hook Murah Strategis Cibinong,Pasangan Bekerja tanpa Anak,0.8,Rumah,47.0,65.0,3.0,2.0,2.0,Jakarta Selatan,0,1,1,1,1
"DIJUAL RUMAH BRAND NEW, MURAH DI JAGAKARSA JAKSEL",Pasangan Bekerja dengan Anak,0.2,Rumah,86.0,120.0,5.0,5.0,3.0,Jakarta Selatan,0,1,0,0,0
"Jual Cepat, harga di bawah Pasaran, Rumah Cantik,Homey di Citragran",Pasangan Bekerja dengan Anak,0.4,Rumah,120.0,140.0,3.0,3.0,1.0,Jakarta Timur,0,0,0,1,0
Rumah Bebas Banjir Jual Cepat Dekat Cibubur Siap KPR J-8978,Pasangan Bekerja dengan Anak,0.6,Rumah,131.0,160.0,3.0,2.0,2.0,Jakarta Timur,1,1,1,1,1
Keren rumahnya banyak bonusnya,Pasangan Bekerja dengan Anak,0.4,Rumah,61.0,84.0,3.0,3.0,2.0,Jakarta Timur,0,0,1,0,0
Rumah Cluster Jagakarsa Jakarta Selatan,Pasangan Bekerja tanpa Anak,1.0,Rumah,30.0,60.0,2.0,2.0,2.0,Jakarta Selatan,0,1,0,0,0
JUAL CEPAT! APARTEMEN TRANS PARK CIBUBUR,Individu Lajang,0.8,Apartemen,0.0,22.0,1.0,1.0,1.0,Jakarta Timur,0,0,0,0,0
Dijual Rumah Murah di Ciracas Jakarta Timur KPR Syariah,Pasangan Bekerja tanpa Anak,1.0,Rumah,29.0,29.0,2.0,2.0,2.0,Jakarta Timur,0,1,0,0,0
Rumah Dicijantung Harga 900 Jtan Strategis,Pasangan Bekerja tanpa Anak,0.8,Rumah,46.0,72.0,2.0,2.0,3.0,Jakarta Timur,1,1,1,1,1
Terbaru Althea Blvd Rumah 3 Lantai di Cibubur Sebrang Tol Jatikarya,Pasangan Bekerja dengan Anak,0.6,Rumah,72.0,88.0,3.0,2.0,3.0,Bekasi Kota,0,1,1,0,1
Dijual Rumah Siap Huni Semi Furnish di Raffles Hills Cibubur.,Pasangan Bekerja dengan Anak,0.2,Rumah,105.0,125.0,4.0,4.0,2.0,Depok Kota,0,0,0,0,0
Rumah Minimalis di Cibubur 8 Menit ke Eka Hospital Dibantu KPR J-18016,Pasangan Bekerja tanpa Anak,0.6,Rumah,90.0,70.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Dijual rumah legenda wisata cibubur,Pasangan Bekerja dengan Anak,0.4,Rumah,136.0,120.0,3.0,3.0,2.0,Jakarta Timur,0,0,1,0,0
Rumah Seken Terawat 9 Menit ke RS Permata Cibubur Siap Nego J-12276,Pasangan Bekerja tanpa Anak,0.6,Rumah,114.0,71.0,2.0,2.0,1.0,Jakarta Timur,1,1,1,1,1
"COTTON PREMIERE SYARIAH CIBUBUR - KPR DEVELOPER, TANPA BI CHECKING",Pasangan Bekerja dengan Anak,0.6,Rumah,80.0,66.0,3.0,2.0,2.0,Jakarta Timur,1,1,1,1,1
JUAL APT DAHOMA PODOMORO,Individu Lajang,1.0,Apartemen,35.0,35.0,2.0,1.0,1.0,Depok Kota,0,0,1,0,0
DIJUAL RUMAH 2 LANTAI DI CIBUBUR MULAI 900 JUTAAN DP 0% FREE BIAYA,Pasangan Bekerja dengan Anak,0.2,Rumah,86.0,100.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,0,0
Rumah siap huni di Jagakarsa Jakarta Selatan dekat pintu tol brigift,Pasangan Bekerja dengan Anak,0.6,Rumah,76.0,120.0,3.0,2.0,2.0,Jakarta Selatan,1,1,1,1,0
DIJUAL RUMAH MEWAH 2 LANTAI MULAI 900 JUTAAN DI CIBUBUR DKAT PINTU TOL,Pasangan Bekerja dengan Anak,0.2,Rumah,86.0,100.0,4.0,3.0,3.0,Depok Kota,1,1,1,0,0
Rumah Baru  American Classic Jagakarsa Jakarta Selatan,Pasangan Bekerja dengan Anak,0.2,Rumah,109.0,190.0,5.0,5.0,3.0,Jakarta Selatan,1,1,1,0,0
Dijual rumah second 44m² sukamaju Baru Cimanggis Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,44.0,44.0,2.0,1.0,1.0,Depok Kota,0,1,0,0,0
Rumah Baru 3 lantai Jagakarsa Jakarta Selatan,Pasangan Bekerja tanpa Anak,0.4,Rumah,54.0,140.0,4.0,3.0,3.0,Jakarta Selatan,0,1,0,0,0
Rumah dengan konsep town house cash dan kpr,Pasangan Bekerja dengan Anak,0.6,Rumah,61.0,84.0,3.0,2.0,2.0,Jakarta Timur,0,0,1,0,0
Rumah Baru 3 lantai Jagakarsa Jakarta Selatan,Pasangan Bekerja tanpa Anak,0.4,Rumah,54.0,140.0,4.0,3.0,3.0,Jakarta Selatan,0,1,0,0,0
Rumah 2 Lantai di Jaktim Dekat Stasiun LRT Ciracas Dibantu KPR J-18482,Pasangan Bekerja dengan Anak,0.4,Rumah,90.0,92.0,3.0,3.0,2.0,Jakarta Timur,1,1,1,1,1
Rumah cantik 2 lantai lokasi dekat tol setu dan stasiun Lrt ciracas,Pasangan Bekerja tanpa Anak,0.8,Rumah,50.0,56.0,3.0,2.0,1.0,Jakarta Timur,1,1,1,1,1
HUNIAN MEWAH 2 LANTAI ALA EROPA CLASSIC AKSES PREMIUM,Pasangan Bekerja dengan Anak,0.6,Rumah,52.0,72.0,3.0,2.0,5.0,Depok Kota,0,0,1,0,0
Rumah Seken Terawat 5 Menit ke Pintu Tol Brigif 1 Dibantu KPR J-19343,Pasangan Bekerja tanpa Anak,0.4,Rumah,102.0,72.0,2.0,3.0,2.0,Jakarta Selatan,1,1,1,1,1
Rumah siap huni di Jagakarsa Jakarta dekat pintu tol cilandak,Pasangan Bekerja dengan Anak,0.6,Rumah,89.0,200.0,3.0,3.0,3.0,Jakarta Selatan,0,0,1,0,0
Rumah siap huni harga murah  dekat pintu tol Cilandak,Pasangan Bekerja dengan Anak,0.4,Rumah,71.0,230.0,5.0,4.0,3.0,Jakarta Selatan,0,1,1,0,0
"Dijual Rumah Siap Huni di Mahogany Residence, Cibubur",Pasangan Bekerja dengan Anak,0.6,Rumah,214.0,350.0,6.0,6.0,1.0,Depok Kota,0,0,0,0,0
Rumah mewah termurah di depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Rumah 1 lantai setengah termurah di depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Rumah mewah di Depok boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.6,Rumah,40.0,3.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah mewah termurah terlaris di depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Dijual Rumah Cantik Sekitar Furnish di Bukit Golf Riverside Cibubur,Pasangan Bekerja tanpa Anak,0.4,Rumah,128.0,115.0,2.0,3.0,3.0,Depok Kota,0,1,0,0,0
Rumah  American Classic Jagakarsa Jakarta Selatan,Pasangan Bekerja dengan Anak,0.4,Rumah,103.0,250.0,4.0,4.0,1.0,Jakarta Selatan,0,1,1,0,0
Rumah Siap Huni di Cibubur 10 Mnt ke Mall Ciputra Hadap Timur J-17390,Pasangan Bekerja dengan Anak,0.6,Rumah,90.0,45.0,3.0,2.0,2.0,Jakarta Timur,1,1,1,1,1
Dijual Rumah Kalisari,Pasangan Bekerja dengan Anak,0.4,Rumah,122.0,75.0,3.0,3.0,1.0,Jakarta Timur,0,0,1,1,0
Rumah Baru  Cluster Srengseng Jagakarsa Jakarta Selatan,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,70.0,3.0,2.0,2.0,Jakarta Selatan,0,1,1,1,0
PROMO NII  RUMAH MEWAH MODERN CUMA 800JUTAAN  AKSES PREMIUM,Pasangan Bekerja dengan Anak,0.6,Rumah,52.0,72.0,3.0,2.0,5.0,Depok Kota,0,0,1,0,0
Jual Ruko ex Restoran Murah Strategis  di Lenteng Agung,Pasangan Bekerja dengan Anak,0.6,Rumah,150.0,283.0,2.0,2.0,5.0,Jakarta Selatan,0,0,0,0,0
Jual Cepat rumah baru dijagakarsa jaksel,Pasangan Bekerja dengan Anak,0.6,Rumah,70.0,110.0,3.0,2.0,1.0,Jakarta Selatan,0,0,0,0,0
Rumah di depok akses mudah dekat stasiun,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah mewah bebas bnajir,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Depok Kota,1,1,1,1,1
Di Jual Rumah petakan 2 pintu di Jalan pekapuran sukatani depok,Individu Lajang,0.6,Rumah,76.0,45.0,1.0,1.0,1.0,Depok Kota,0,0,0,0,0
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
DIJUAL RUMAH MINIMALIS 2 LANTAI CEPAT HUNI DEKAT TOL KPR DP 0%,Pasangan Bekerja tanpa Anak,0.8,Rumah,62.0,56.0,3.0,2.0,2.0,Depok Kota,1,1,1,1,1
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
"Dijual Rumah Hook di Villa Mutiara Cibubur, Harjamukti, Depok",Pasangan Bekerja dengan Anak,0.6,Rumah,300.0,200.0,6.0,5.0,2.0,Depok Kota,0,1,0,0,1
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Dijual Cepat Rumah Mewah Tanah Luas 584m2 di Cibubur,Pasangan Bekerja dengan Anak,0.6,Rumah,584.0,520.0,6.0,4.0,2.0,Jakarta Timur,0,0,1,0,1
LRT City Ciracas Tipe 2 BR-2,Pasangan Bekerja tanpa Anak,0.6,Apartemen,0.0,61.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,0,0
FASILITAS LENGKAP  RUMAH MEWAH MODERN AKSES PREMIUM BEBAS BANJIR,Pasangan Bekerja dengan Anak,0.6,Rumah,52.0,72.0,3.0,2.0,5.0,Depok Kota,0,0,1,0,0
Boking 3 juta dapat diskon 15 juta,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
"Rumah murah Depok, akses 5 menit ke stasiun",Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Dijual rumah murah bebas banjir di Depok,Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
Di Jual Rumah Semi di Bukit Golf Riverside Cimanggis Cibubur,Pasangan Bekerja dengan Anak,0.4,Rumah,112.0,200.0,4.0,3.0,2.0,Depok Kota,0,1,0,0,0
"Dijual Rumah di Boulevard Arcadia Mediterania, Cimanggis, Depok",Pasangan Bekerja dengan Anak,0.6,Rumah,300.0,200.0,4.0,4.0,2.0,Depok Kota,0,0,0,0,0
Rumah Cluster Cipayung Jakarta Timur,Pasangan Bekerja tanpa Anak,0.8,Rumah,60.0,45.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,0,0
Cluster Margata Tipe Tiffany Badan – Cimanggis Golf Estate,Pasangan Bekerja dengan Anak,0.4,Rumah,117.0,128.0,3.0,3.0,2.0,Depok Kota,0,1,1,1,0
Dekat dengan Kota Wisata Cibubur.,Pasangan Bekerja dengan Anak,0.2,Rumah,165.0,165.0,4.0,3.0,2.0,Jakarta Timur,0,0,0,0,0
Rumah Seken 1 Lantai 25 Mnt ke Mall Ciputra CibuburHarga Nego  J-11600,Pasangan Bekerja tanpa Anak,0.6,Rumah,112.0,65.0,2.0,1.0,1.0,Jakarta Timur,1,1,1,1,1
RUMAH INDENT DEKAT MALL CIJANTUNG PASAR REBO,Pasangan Bekerja dengan Anak,0.2,Rumah,104.0,150.0,4.0,4.0,1.0,Jakarta Timur,1,1,1,1,0
Rumah 2 Lantai Paling Mewah Di Cibubur,Pasangan Bekerja dengan Anak,0.6,Rumah,61.0,84.0,3.0,2.0,2.0,Jakarta Timur,0,0,1,0,0
Rumah cluster bebas banjir di depok,Pasangan Bekerja tanpa Anak,0.6,Rumah,25.0,21.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah Cluster Oasis Mansion Ciracas Jakarta Timur,Pasangan Bekerja dengan Anak,0.6,Rumah,60.0,83.0,3.0,2.0,1.0,Jakarta Timur,1,1,0,0,0
"Dijual rumah konsep mezzanine, diskon 15 Juta",Pasangan Bekerja tanpa Anak,0.8,Rumah,40.0,30.0,2.0,1.0,1.0,Jakarta Selatan,1,1,1,1,1
Rumah Siap Huni Dijual Cepat Dalam Cluster Termurah Di Ciracas,Pasangan Bekerja dengan Anak,0.2,Rumah,84.0,115.0,4.0,3.0,2.0,Jakarta Timur,1,1,1,0,0
Rumah Paling Worth It Cicilan Irit Dp 0% Free Biaya All in Dekat LRT,Pasangan Bekerja dengan Anak,0.6,Rumah,70.0,72.0,3.0,2.0,2.0,Jakarta Timur,0,1,1,1,0
DIJUAL RUMAH SIAP HUNI DI CIBUBUR,Pasangan Bekerja tanpa Anak,0.8,Rumah,70.0,65.0,3.0,2.0,1.0,Depok Kota,1,1,1,0,1
